count,hybrid_mask
7,?u?l?u?l?s?l?u
7,?u?l?u?l?l?d?l?l
7,?u?l?u?l?d?u?l
7,?u?l?u?l?d?d?w3
7,?u?l?u?l?d?d?u?l
7,?u?l?u?l?d?d?l
7,?u?l?u?l?d?d?d?d?w2
7,?u?l?u?l?d?d?d?d?s
7,?u?l?u?l?d?d?d?d?d?d?d?d?d?d
7,?u?l?u?d?w3
7,?u?l?u?d?u?d?d
7,?u?l?u?d?d?s
7,?u?l?u?d?d?d?d?d?d?d?d?d?d
7,?u?l?s?w4?w2
7,?u?l?s?w4?d?d
7,?u?l?s?w3?w4
7,?u?l?s?w2?w4
7,?u?l?s?u?u?u
7,?u?l?s?u?l?w4
7,?u?l?s?u?l?w3
7,?u?l?s?u?l?l?d
7,?u?l?s?s?l?l
7,?u?l?s?l?w4
7,?u?l?s?l?l?d?l
7,?u?l?s?l?l?d?d?d
7,?u?l?s?l?l
7,?u?l?s?d?w2
7,?u?l?l?w4?u?w3
7,?u?l?l?w2?s?w4
7,?u?l?l?w2?s?d?d?d?d
7,?u?l?l?w2?l?w4
7,?u?l?l?w2?l?d?d?d?d
7,?u?l?l?w1?l?l
7,?u?l?l?u?w3?l
7,?u?l?l?u?w2?u?l?l
7,?u?l?l?u?u?u?l
7,?u?l?l?u?u?l?w2
7,?u?l?l?u?l?w3?d?d
7,?u?l?l?u?l?l?w2?d?d
7,?u?l?l?u?l?l?u?l?l?u?l?l
7,?u?l?l?u?l?l?u?l?d
7,?u?l?l?u?l?l?l?l?d
7,?u?l?l?u?l?d?l?d
7,?u?l?l?u?d?l?u?u
7,?u?l?l?s?w3?w2
7,?u?l?l?s?w3?s?d?d
7,?u?l?l?s?w2?w4
7,?u?l?l?s?u?u
7,?u?l?l?s?s?w3
7,?u?l?l?s?l?s?l
7,?u?l?l?s?d?d?w3
7,?u?l?l?s?d?d?s?w2
7,?u?l?l?s?d?d?d?d?d?d?d
7,?u?l?l?l?w4?w4
7,?u?l?l?l?w3?w1
7,?u?l?l?l?w3?l?l?l
7,?u?l?l?l?w3?d?s
7,?u?l?l?l?w2?u?d
7,?u?l?l?l?w2?l?w2
7,?u?l?l?l?w2?l?l?d?d
7,?u?l?l?l?w2?d?d?s
7,?u?l?l?l?w1?w2
7,?u?l?l?l?u?u?u?u
7,?u?l?l?l?u?d?l
7,?u?l?l?l?s?w3?d
7,?u?l?l?l?s?u?l?l?l?l
7,?u?l?l?l?l?w3?l
7,?u?l?l?l?l?u?l?l?d?d
7,?u?l?l?l?l?u?l?d
7,?u?l?l?l?l?u?d?d?d?d
7,?u?l?l?l?l?s?w3
7,?u?l?l?l?l?s?s
7,?u?l?l?l?l?l?w2?d
7,?u?l?l?l?l?l?l?l?l?d?d
7,?u?l?l?l?l?l?l?d?s
7,?u?l?l?l?l?d?w3
7,?u?l?l?l?d?u?w3
7,?u?l?l?l?d?l?w2
7,?u?l?l?l?d?l?l?s
7,?u?l?l?l?d?d?u?l?l?l
7,?u?l?l?d?w2?u
7,?u?l?l?d?u?u
7,?u?l?l?d?u?l?l?d?d
7,?u?l?l?d?l?u?l?l
7,?u?l?l?d?l?d?d?d?d
7,?u?l?l?d?d?w2?s
7,?u?l?l?d?d?w2?d?d?d?d
7,?u?l?l?d?d?u?w2
7,?u?l?l?d?d?s?s?s
7,?u?l?l?d?d?s?d
7,?u?l?d?w3?d?d
7,?u?l?d?w2?d?d?d?d?d
7,?u?l?d?u?u?u
7,?u?l?d?u?l?w2
7,?u?l?d?u?l?u?d
7,?u?l?d?u?l?d?u?l
7,?u?l?d?l?u?l?l?l
7,?u?l?d?l?u?l?d?l
7,?u?l?d?l?u?d?d
7,?u?l?d?d?u?l?u?l
7,?u?l?d?d?u
7,?u?l?d?d?l?l?s
7,?u?l?d?d?l?l?l?d
7,?u?l?d?d?d?s?d
7,?u?l?d?d?d?d?d?l
7,?u?l?b?b?w2
7,?u?d?w3?u?d
7,?u?d?w2?u?u?u
7,?u?d?w2?u?d?l?l
7,?u?d?w2?l?d?d
7,?u?d?w2?d?d?d?d?d
7,?u?d?u?w3?d
7,?u?d?u?w1
7,?u?d?u?u?u?u?w2
7,?u?d?u?u?u?u?u?u?u?u
7,?u?d?u?u?u?u?u?u?d
7,?u?d?u?u?u?u?d?d?d
7,?u?d?u?u?u?l
7,?u?d?u?u?u?d?d?u
7,?u?d?u?u?d?u?u?d?u
7,?u?d?u?u?d?d?d?u
7,?u?d?u?l?w3
7,?u?d?u?l?l?d
7,?u?d?u?d?u?s
7,?u?d?u?d?l?l
7,?u?d?u?d?d?w2
7,?u?d?u?d?d?d?u
7,?u?d?l?w2?l?l
7,?u?d?l?l?l?s
7,?u?d?l?l?d?l?w2
7,?u?d?l?l?d?l?l?s
7,?u?d?l?l?d?d?u
7,?u?d?l?d?w2?d
7,?u?d?l?d?u?l
7,?u?d?l?d?u?d?l?d?u?d?l?d
7,?u?d?l?d?l?w4
7,?u?d?l?d?l?d?u
7,?u?d?l?d?l?d?l?d?l?l
7,?u?d?l?d?d?d?l?l
7,?u?d?d?u?d?d?u?w2
7,?u?d?d?u?d?d?u?u
7,?u?d?d?u?d?d?l?l
7,?u?d?d?u?d?d?d?d?d
7,?u?d?d?l?l?u?d?d
7,?u?d?d?l?l?l?l?d
7,?u?d?d?l?l
7,?u?d?d?l?d?l?l?d
7,?u?d?d?l?d?d?l?d?d?l
7,?u?d?d?d?u?l?l?l
7,?u?b?b?l?w2
7,?u?b?b?l?l?w2
7,?s?w4?w1?s
7,?s?w4?w1
7,?s?w4?s?w1
7,?s?w4?l?l?d?d?s
7,?s?w4?l?d?d
7,?s?w3?w3?w3
7,?s?w3?w3?l?s
7,?s?w3?w3?l
7,?s?w3?w3?d?s
7,?s?w3?w3?d?d?s
7,?s?w3?w2?s?d?d
7,?s?w3?s?s?d?d?s
7,?s?w3?l?l?d
7,?s?w2?w4?w2?s
7,?s?w2?w3?w2?s
7,?s?w2?w3?d?d?s
7,?s?w2?w2?w4
7,?s?w2?s?d?d?d?d?d
7,?s?w2?l?w2?w2?s
7,?s?w2?l?s?d?d?d
7,?s?w2?l?l?l?d?d
7,?s?w2?l?d?d?d?s
7,?s?w2?d?d?w2?s
7,?s?w2?d?d?d?d?d?s
7,?s?w1?s?d?d?d?d
7,?s?w1?l?l?s
7,?s?u?w3?d?d
7,?s?u?w3?d
7,?s?u?w2?w4?s
7,?s?u?w2?d?s
7,?s?u?u?u?l?l?l?d
7,?s?u?u?u?d?d?d?d
7,?s?u?u?s?u?u?s
7,?s?u?l?l?w4?s
7,?s?s?w4?s?s?d?d?d
7,?s?s?w4?s?d
7,?s?s?w2?s?s?d?d?d
7,?s?s?w2?l?l?d?d
7,?s?s?w1?w3
7,?s?s?w1?d
7,?s?s?u?l?u?l?u?s?s
7,?s?s?u?l?l?u?s?s
7,?s?s?s?w4?s?s?s?d?d
7,?s?s?s?w3?d?d?s?s?s
7,?s?s?s?w3?d?d?d
7,?s?s?s?w2?l
7,?s?s?s?u?u?u
7,?s?s?s?s?s?d?d
7,?s?s?s?s?l?l?l
7,?s?s?s?l?w3?s?s?s
7,?s?s?s?l?s?s?s
7,?s?s?s?d?d?w3
7,?s?s?s?d?d?d?d?d?d?s?s?s
7,?s?s?s?d?d?d?d?d?d?d?s?s?s
7,?s?s?l?w2?w4
7,?s?s?l?l?l?d?d?d
7,?s?s?d?w2?d?s?s
7,?s?s?d?d?s?s?d?d
7,?s?s?d?d?d?w4
7,?s?l?w3?d?d?d
7,?s?l?w2?w1
7,?s?l?s?w3?l?s?l?s
7,?s?l?s?l?s?l?d?d
7,?s?l?s?l?s
7,?s?l?s?l?l?l?l?l
7,?s?l?s?d?d?d
7,?s?l?l?w2?l?l?s
7,?s?l?l?w1?s
7,?s?l?l?s?l?w4
7,?s?l?l?s?l?w2
7,?s?l?l?s?l?l?w4
7,?s?l?l?l?w2?l?s
7,?s?l?l?l?w2?d?d?s
7,?s?l?l?l?w2?d
7,?s?l?l?l?w1?s
7,?s?l?l?l?s?d?s
7,?s?l?l?l?s?d?d?s
7,?s?l?l?l?l?l?d?d?s
7,?s?l?l?l?d?l?l?s
7,?s?l?l?d?w3
7,?s?l?l?d?l?l?l
7,?s?l?l?d?d?l?s
7,?s?l?d?l?w3?s
7,?s?l?d?l?l?d?s
7,?s?l?d?l?d?l?d?l?d
7,?s?l?d?d?w4
7,?s?d?w4?d?d
7,?s?d?w2?l?w2
7,?s?d?w2?d?d?d
7,?s?d?w1?s
7,?s?d?w1?l?l
7,?s?d?s?w4?s?d?s
7,?s?d?l?l?l?s
7,?s?d?l?l?l
7,?s?d?d?w3?s?d?d
7,?s?d?d?w2?d?s
7,?s?d?d?w1?l
7,?s?d?d?u?u?u
7,?s?d?d?s?d?d?d
7,?s?d?d?d?s?d?d?d?d?s
7,?s?d?d?d?d?d?w2
7,?s?d?d?d?d?d?s?w2
7,?s?d?d?d?d?d?d?w2?s
7,?s?d?d?d?d?d?d?d?w2
7,?s?d?d?d?d?d?d?d?d?d?d?d?d?d?s
7,?l?w4?w2?w1
7,?l?w4?w2?l?w2
7,?l?w4?u?d
7,?l?w4?l?s?w2
7,?l?w4?l?s?l?s
7,?l?w4?l?l?l?s
7,?l?w4?l?l?l?l?l?l
7,?l?w4?l?l?l?d?d?d
7,?l?w4?d?d?d?w3
7,?l?w3?w4?w3?l
7,?l?w3?w4?w2?l
7,?l?w3?w4?w2?d
7,?l?w3?w4?s?w2
7,?l?w3?w4?d?d?w2
7,?l?w3?w4?d?d?d?d?d?d
7,?l?w3?w3?w3?w3
7,?l?w3?w3?w2?d
7,?l?w3?w3?l?w1
7,?l?w3?w2?w2?w3
7,?l?w3?w2?w2?s
7,?l?w3?w2?s?d?d?d?d
7,?l?w3?w2?l?w1
7,?l?w3?u?l?l
7,?l?w3?s?w4?d?d
7,?l?w3?s?w4?d
7,?l?w3?s?w2?s?d?d
7,?l?w3?s?w2?d?d?d
7,?l?w3?s?s?w3
7,?l?w3?s?l?w3?d?d
7,?l?w3?s?l?l?l?l?l
7,?l?w3?s?d?l?d
7,?l?w3?l?w4?s
7,?l?w3?l?w4?l?l
7,?l?w3?l?w2?w2?l
7,?l?w3?l?w2?s?d?d
7,?l?w3?l?w2?l?d?d
7,?l?w3?l?w2?d?d?d?d?d?d
7,?l?w3?l?l?w3?l?l
7,?l?w3?l?l?w2?w1
7,?l?w3?l?l?s?d?d?d
7,?l?w3?l?l?d?w2
7,?l?w3?l?l?d?d?l
7,?l?w3?l?l?d?d?d?d?d?d?d
7,?l?w3?l?d?l?l?w2
7,?l?w3?l?d?d?s?s
7,?l?w3?d?d?w2?w2
7,?l?w3?d?d?l?w2
7,?l?w3?d?d?d?w2?d?d
7,?l?w3?d?d?d?s?d
7,?l?w3?d?d?d?d?d?w2?d
7,?l?w3?d?d?d?d?d?d?l
7,?l?w2?w3?s?w2
7,?l?w2?w3?s?d?d?d
7,?l?w2?w3?l?l?d?d
7,?l?w2?w3?d?d?d?d?d?d?d?d
7,?l?w2?w2?w4?l
7,?l?w2?w2?w3?l?l
7,?l?w2?w2?s?d?d?d
7,?l?w2?w2?l?l?w3
7,?l?w2?w2?l?l?l?l?l
7,?l?w2?w2?d?d?d?d?d?d?d
7,?l?w2?w1?w1
7,?l?w2?u?u?u?u?d
7,?l?w2?s?w2?d?d?d
7,?l?w2?s?l?s
7,?l?w2?s?l?l?l?d?d
7,?l?w2?s?d?d?d?d?d?d
7,?l?w2?l?w2?s?d
7,?l?w2?l?w2?l?l?d
7,?l?w2?l?l?w2?l?w2
7,?l?w2?l?l?w2?l?l?l
7,?l?w2?l?l?w2?l?d?d
7,?l?w2?l?l?l?l?l?w3
7,?l?w2?l?l?l?l?l?l?w2
7,?l?w2?l?l?l?l?l?l?d?d
7,?l?w2?l?l?l?l?d?d?d?d?d?d
7,?l?w2?l?l?l?d?d?w2
7,?l?w2?l?l?l?d?d?d?d?d?d
7,?l?w2?l?l?d?d?w3
7,?l?w2?l?l?d?d?l?l?l
7,?l?w2?l?l?d?d?l?l
7,?l?w2?l?d?w1
7,?l?w2?l?d?s?d
7,?l?w2?l?d?l?l?d
7,?l?w2?l?d?l?d?l
7,?l?w2?d?l?l?s
7,?l?w2?d?l?d?d?d
7,?l?w2?d?d?w4
7,?l?w2?d?d?s?d
7,?l?w2?d?d?l?w2
7,?l?w2?d?d?l?l?l?d?d
7,?l?w2?d?d?d?d?d?s
7,?l?w2?d?d?d?d?d?d?w2
7,?l?w2?d?d?d?d?d?d?d?d?d?d?d?d
7,?l?w1?s?w3
7,?l?w1?s?w1
7,?l?w1?l?s?d?d
7,?l?u?w3?w4
7,?l?u?w3?u?d
7,?l?u?w3?s
7,?l?u?w3?d?d?d
7,?l?u?w2?u?d
7,?l?u?u?u?w3?d?d
7,?l?u?u?u?u?u?w2
7,?l?u?u?u?u?s
7,?l?u?u?u?s?d
7,?l?u?u?u?l?u?u
7,?l?u?u?u?d?u?u?u
7,?l?u?u?u?d?u
7,?l?u?u?d?d?l
7,?l?u?s?w4
7,?l?u?s?w3
7,?l?u?s?d?d?d?d?d
7,?l?u?l?w1?l?u?l
7,?l?u?l?u?l?u?s
7,?l?u?l?u?l?u?l?l
7,?l?u?l?u?l?u?d?d?d
7,?l?u?l?u?l?l?u
7,?l?u?l?u?l?l?l
7,?l?u?l?l?w1
7,?l?u?l?l?u?l?l?l
7,?l?u?l?l?l?s
7,?l?u?l?l?d?l?d?l
7,?l?u?l?d?w3
7,?l?u?l?d?l?l?l?l
7,?l?u?l?d?d?l
7,?l?u?d?u?u?l
7,?l?u?d?l?l?l?l?l
7,?l?u?d?d?l?u
7,?l?u?d?d?l?l
7,?l?s?w4?l?w4
7,?l?s?w4?l?l?l
7,?l?s?w4?d?d?w2
7,?l?s?w3?w1
7,?l?s?w3?s?l?l
7,?l?s?w2?l?s?d?d
7,?l?s?w1?l?s?l
7,?l?s?u?w4
7,?l?s?s?s?s?s?s
7,?l?s?s?l?s?s
7,?l?s?s?l?s?l?s
7,?l?s?s?l?l
7,?l?s?s?l?d?l
7,?l?s?l?w4?s?l
7,?l?s?l?w2?s?d
7,?l?s?l?w1?l?s?l
7,?l?s?l?s?l?s?l?s?l?d
7,?l?s?l?s?d?s?d
7,?l?s?l?s?d?l
7,?l?s?l?l?w2?s?d?d
7,?l?s?l?l?s?l?l?s?l
7,?l?s?l?l?s?d?d?d
7,?l?s?l?l?l?s?w2
7,?l?s?l?l?l?s?l?d
7,?l?s?l?l?l?s?d
7,?l?s?l?l?l?l?s?d?d
7,?l?s?l?l?l?l?l?d?d
7,?l?s?l?l?l?l?d?l
7,?l?s?l?l?d?l?s
7,?l?s?l?l?d?l?d?l
7,?l?s?l?l?d?d?d?d?d
7,?l?s?l?d?l?s?l?d
7,?l?s?l?d?l?s
7,?l?s?l?d?d?s?d?d
7,?l?s?l?d?d?s
7,?l?s?l?d?d?l?l
7,?l?s?d?w1?l
7,?l?s?d?s?d?d
7,?l?s?d?l?l
7,?l?s?d?l?d?d
7,?l?s?d?d?s?l?s?d?d
7,?l?s?d?d?d?w3
7,?l?l?w4?w4?w2
7,?l?l?w4?l?w3?l
7,?l?l?w4?l?l?d?d?d?d
7,?l?l?w4?d?d?l
7,?l?l?w3?w4?d?d?d
7,?l?l?w3?u?u
7,?l?l?w3?s?l?w2
7,?l?l?w3?l?w3?l?l
7,?l?l?w3?l?s?s
7,?l?l?w3?l?l?w2?l
7,?l?l?w3?l?l?l?s
7,?l?l?w3?l?l?l?l?w2
7,?l?l?w3?l?d?d?w2
7,?l?l?w2?w4?s?d
7,?l?l?w2?w4?l?w3
7,?l?l?w2?w3?l?w4
7,?l?l?w2?w3?d?d?w2
7,?l?l?w2?w3?d?d?s
7,?l?l?w2?w2?w3?d?d
7,?l?l?w2?w2?w3?d
7,?l?l?w2?w2?s?d?d?d
7,?l?l?w2?w2?l?l?w3
7,?l?l?w2?u?u?d
7,?l?l?w2?s?w2?s?d?d
7,?l?l?w2?s?w2?s
7,?l?l?w2?s?w2?l?l
7,?l?l?w2?s?u
7,?l?l?w2?s?l?d?d
7,?l?l?w2?l?w2?w1
7,?l?l?w2?l?w2?l?w2
7,?l?l?w2?l?l?w3?l?l
7,?l?l?w2?l?l?l?l?w1
7,?l?l?w2?l?l?l?l?l?w3
7,?l?l?w2?l?l?l?l?l?d?d
7,?l?l?w2?l?l?l?l?d?d?d?d
7,?l?l?w2?l?l?d?l?d
7,?l?l?w2?l?l?d?d?l
7,?l?l?w2?l?l?d?d?d?d?d?d?d
7,?l?l?w2?l?d?s?d
7,?l?l?w2?l?d?d?d?w2
7,?l?l?w2?l?d?d?d?d?w2
7,?l?l?w2?d?w2?d?d?d
7,?l?l?w2?d?s?d?d
7,?l?l?w1?w3?l
7,?l?l?w1?w2?w1
7,?l?l?w1?s?w3
7,?l?l?w1?s?s?s
7,?l?l?w1?d?l?d
7,?l?l?w1?d?d?d?s
7,?l?l?u?u?u?d?d?d
7,?l?l?u?u?l?l?l?d?d
7,?l?l?u?u?d?l?l
7,?l?l?u?l?w3?d
7,?l?l?u?l?u?l?l
7,?l?l?u?l?u?l
7,?l?l?u?l?l?w3
7,?l?l?u?l?l?u?d
7,?l?l?u?l?l?l?d?l
7,?l?l?u?l?l?d?l
7,?l?l?u?d?w2
7,?l?l?s?w4?l?l?l
7,?l?l?s?w3?s?w4
7,?l?l?s?w3?s?w1
7,?l?l?s?w3?s?d?d?d?d
7,?l?l?s?w2?s?w4
7,?l?l?s?w2?l?w4
7,?l?l?s?w2?d?l
7,?l?l?s?w2?d?d?d?d?d
7,?l?l?s?w1?l?l
7,?l?l?s?u?l?l
7,?l?l?s?s?w3?d?d
7,?l?l?s?s?w3?d
7,?l?l?s?s?d?d?l
7,?l?l?s?l?l?s?l?w2
7,?l?l?s?l?l?s?l?l?d?d
7,?l?l?s?l?l?l?d?l?l
7,?l?l?s?l?l?l?d?l
7,?l?l?s?l?l?d?l?l?l
7,?l?l?s?l?d?l?d
7,?l?l?s?l?d?d?w2
7,?l?l?s?l?d?d?d?d?d?d
7,?l?l?s?d?w2?l
7,?l?l?s?d?s?l?l?l
7,?l?l?s?d?l?l?w2
7,?l?l?s?d?d?l?d
7,?l?l?l?w4?w2?w3
7,?l?l?l?w4?s?l?l
7,?l?l?l?w4?l?w2?l
7,?l?l?l?w4?l?d?d?d
7,?l?l?l?w4?d?l?l
7,?l?l?l?w3?w4?w3
7,?l?l?l?w3?w3?l?l?l
7,?l?l?l?w3?w3?d?d?d?d
7,?l?l?l?w3?w2?w4
7,?l?l?l?w3?s?w4
7,?l?l?l?w3?l?w3?w2
7,?l?l?l?w2?w4?l
7,?l?l?l?w2?w2?l?w3
7,?l?l?l?w2?u?u
7,?l?l?l?w2?l?s?d?d
7,?l?l?l?w2?l?l?s?d?d
7,?l?l?l?w2?l?l?l?l?w2
7,?l?l?l?w2?l?l?l?l?d?d
7,?l?l?l?w2?d?d?w2?d
7,?l?l?l?u?w3?d?d
7,?l?l?l?u?u?w4
7,?l?l?l?u?u?w3
7,?l?l?l?u?u?l?l
7,?l?l?l?s?w3?s?d?d?d
7,?l?l?l?s?s?s?l?l?l
7,?l?l?l?s?l?w2?w2
7,?l?l?l?s?l?w2?d
7,?l?l?l?s?l?l?s?d?d?d
7,?l?l?l?s?l?l?l?s?d?d?d?d
7,?l?l?l?s?l?l?l?d?l
7,?l?l?l?s?l?l?d?l
7,?l?l?l?s?l?d?l?d
7,?l?l?l?s?d?d?s?w3
7,?l?l?l?s?d?d?s?d
7,?l?l?l?s?d?d?d?d?d?d?d?d?d?d?d
7,?l?l?l?l?w4?w3?l
7,?l?l?l?l?w4?l?w4
7,?l?l?l?l?w4?l?d?d
7,?l?l?l?l?w3?w2?w2
7,?l?l?l?l?w3?d?w3
7,?l?l?l?l?w2?w3?d?d
7,?l?l?l?l?w2?l?s?s
7,?l?l?l?l?w2?l?l?l?l?w2
7,?l?l?l?l?w2?l?l?d?d?d
7,?l?l?l?l?w2?l?d?l
7,?l?l?l?l?u?u?w2
7,?l?l?l?l?u?l?u
7,?l?l?l?l?u?l?l?d?d
7,?l?l?l?l?s?w2?s?w3
7,?l?l?l?l?s?w2?s?w2
7,?l?l?l?l?s?w2?s?d?d
7,?l?l?l?l?s?w2?l?l
7,?l?l?l?l?s?w1?s
7,?l?l?l?l?s?s?l?l?l
7,?l?l?l?l?s?l?l?s
7,?l?l?l?l?s?l?l?l?w4
7,?l?l?l?l?s?l?l?l?s?d?d
7,?l?l?l?l?s?d?w3
7,?l?l?l?l?s?d?d?s?d?d
7,?l?l?l?l?s?d?d?d?w2
7,?l?l?l?l?s?d?d?d?d?w2
7,?l?l?l?l?l?w2?d?s
7,?l?l?l?l?l?w1?d?d
7,?l?l?l?l?l?s?w2?l
7,?l?l?l?l?l?s?l?w2
7,?l?l?l?l?l?l?w4?w2
7,?l?l?l?l?l?l?w3?d?d?d?d?d
7,?l?l?l?l?l?l?s?w4
7,?l?l?l?l?l?l?s?w3
7,?l?l?l?l?l?l?s?w1
7,?l?l?l?l?l?l?s?l?s
7,?l?l?l?l?l?l?l?w4?l
7,?l?l?l?l?l?l?l?w2?l?l?l
7,?l?l?l?l?l?l?l?l?l?l?l?w4
7,?l?l?l?l?l?l?l?l?l?l?l?w2
7,?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l?l
7,?l?l?l?l?l?l?l?l?l?d?d?d?d?d
7,?l?l?l?l?l?l?l?l?d?d?d?d?d?d?d?d
7,?l?l?l?l?l?l?l?d?d?l?l?l
7,?l?l?l?l?l?l?d?w3
7,?l?l?l?l?l?l?d?l?d?l
7,?l?l?l?l?l?l?d?d?u
7,?l?l?l?l?l?l?d?d?l?d?d
7,?l?l?l?l?l?d?l?l?w2
7,?l?l?l?l?l?d?l?l?d?l?l?l
7,?l?l?l?l?l?d?l?l?d?l?l
7,?l?l?l?l?l?d?l?d?l?d
7,?l?l?l?l?l?d?l?d?d?d?d
7,?l?l?l?l?l?d?d?s?d
7,?l?l?l?l?l?d?d?l?l?d
7,?l?l?l?l?d?w2?d?d?d?d
7,?l?l?l?l?d?l?w1
7,?l?l?l?l?d?l?s?l
7,?l?l?l?l?d?l?l?w4
7,?l?l?l?l?d?d?w2?l?l
7,?l?l?l?l?d?d?u?u?u
7,?l?l?l?l?d?d?l?l?w2
7,?l?l?l?l?d?d?l?l?l?l?l
7,?l?l?l?l?d?d?l?l?d?l
7,?l?l?l?l?d?d?d?d?s?d?d
7,?l?l?l?l?d?d?d?d?d?l?l?l?l
7,?l?l?l?l?d?d?d?d?d?d?w3
7,?l?l?l?l?d?d?d?d?d?d?l?l?l?l?l?l
7,?l?l?l?l?d?d?d?d?d?d?d?w2
7,?l?l?l?l?d?d?d?d?d?d?d?l?l?l?l
7,?l?l?l?l?b?b?l?l?l
7,?l?l?l?d?w4?d?d
7,?l?l?l?d?w4?d
7,?l?l?l?d?w3?d?d?d?d
7,?l?l?l?d?s?l?l?l?d
7,?l?l?l?d?s?d?d?d
7,?l?l?l?d?l?w2?d?l
7,?l?l?l?d?l?l?u?l
7,?l?l?l?d?l?l?l?l?s
7,?l?l?l?d?l?l?l?l?l?l?d?d
7,?l?l?l?d?l?l?d?u
7,?l?l?l?d?l?d?l?l?l?d
7,?l?l?l?d?l?d?d?w2
7,?l?l?l?d?l?d?d?l?d?d
7,?l?l?l?d?d?w3?w2
7,?l?l?l?d?d?w3?s
7,?l?l?l?d?d?w3?d?d?d?d
7,?l?l?l?d?d?s?d?d?s?d?d
7,?l?l?l?d?d?l?l?l?l?l?l?l
7,?l?l?l?d?d?l?l?l?d?d?l?l?l?d?d
7,?l?l?l?d?d?l?l?d?l?l?l?l
7,?l?l?l?d?d?l?l?d?l?d
7,?l?l?l?d?d?l?d?l?d
7,?l?l?l?d?d?d?s?w2
7,?l?l?l?d?d?d?s?s?s
7,?l?l?l?d?d?d?s?l?l?l
7,?l?l?l?d?d?d?l?d?l
7,?l?l?l?d?d?d?d?s?w2
7,?l?l?l?d?d?d?d?s?s?s
7,?l?l?l?d?d?d?d?d?d?w2?d?d?d
7,?l?l?l?d?d?d?d?d?d?s?s
7,?l?l?l?d?d?d?d?d?d?d?d?d?d?w2
7,?l?l?l?b?b?w3
7,?l?l?l?b?b?w2
7,?l?l?d?w4?w3
7,?l?l?d?w4?l?l?l
7,?l?l?d?w3?l?d
7,?l?l?d?w3?d?w2
7,?l?l?d?w2?w2?d
7,?l?l?d?w2?s?s
7,?l?l?d?w2?l?w2
7,?l?l?d?w2?d?w4
7,?l?l?d?w2?d?w3
7,?l?l?d?u?u?w2
7,?l?l?d?s?w2?d
7,?l?l?d?s?l?w2
7,?l?l?d?l?w4?d
7,?l?l?d?l?w2?u
7,?l?l?d?l?u?l
7,?l?l?d?l?l?l?l?w3
7,?l?l?d?l?l?l?l?l?l?w2
7,?l?l?d?l?l?d?l?d?d?d
7,?l?l?d?l?d?w2?l
7,?l?l?d?l?d?l?l?l?d?d
7,?l?l?d?d?w4?l?l
7,?l?l?d?d?w4?l
7,?l?l?d?d?w1?d?d
7,?l?l?d?d?s?d?d?l?l
7,?l?l?d?d?l?l?u?l
7,?l?l?d?d?l?l?d?d?l?l?l
7,?l?l?d?d?l?d?l?l?d
7,?l?l?d?d?d?s?w3
7,?l?l?d?d?d?l?l?d?l
7,?l?l?d?d?d?l?l?d?d?d?l?l?d?d?d
7,?l?l?d?d?d?d?w2?w2
7,?l?l?d?d?d?d?w2?s
7,?l?l?d?d?d?d?s?l
7,?l?l?d?d?d?d?l?w3
7,?l?l?d?d?d?d?l?d?d?d?d
7,?l?l?d?d?d?d?d?w4
7,?l?l?d?d?d?d?d?d?w2?d
7,?l?l?d?d?d?d?d?d?d?w3
7,?l?l?d?d?d?d?d?d?d?d?d?s
7,?l?l?b?b?w2?w3
7,?l?l?b?b?w2?l?l
7,?l?l?b?b?w2?d?d
7,?l?l?b?b?l?w2?d?d
7,?l?l?b?b?l?s?w3
7,?l?d?w3?s?l
7,?l?d?w3?l?l?d
7,?l?d?w3?l?d?l?l
7,?l?d?w3?d?d?l
7,?l?d?w2?l?d?l?d?l
7,?l?d?w2?d?w3?d
7,?l?d?w2?d?d?w2
7,?l?d?w1?d?w2
7,?l?d?u?u?l?l
7,?l?d?u?d?d?l?d?d
7,?l?d?s?l?d?d?d
7,?l?d?s?l?d?d
7,?l?d?s?l?d
7,?l?d?l?w4?d?l
7,?l?d?l?w2?u
7,?l?d?l?w2?l?l?d?l
7,?l?d?l?w2?d?w2
7,?l?d?l?w2?d?s
7,?l?d?l?u?d?d
7,?l?d?l?s?w1
7,?l?d?l?s?l?s?l
7,?l?d?l?s?l?d?l?d
7,?l?d?l?l?w3?s
7,?l?d?l?l?u
7,?l?d?l?l?s?l?d?d
7,?l?d?l?l?l?w3?d?d
7,?l?d?l?l?l?l?l?u
7,?l?d?l?l?l?l?l?l?l?l?l?d
7,?l?d?l?l?l?l?l?l?l?l?d?l
7,?l?d?l?l?l?d?l?l?s
7,?l?d?l?l?l?d?d?w2
7,?l?d?l?l?l?d?d?l?d?l
7,?l?d?l?l?l?d?d?d?d?d
7,?l?d?l?l?d?w2?d?l
7,?l?d?l?l?d?l?w2?d
7,?l?d?l?l?d?d?l?l?d?d
7,?l?d?l?d?w4?s
7,?l?d?l?d?w2?l?d
7,?l?d?l?d?l?s?d?d
7,?l?d?l?d?l?l?s?l
7,?l?d?l?d?l?l?l?u
7,?l?d?l?d?l?l?l?d?d?d
7,?l?d?l?d?l?d?l?l?s
7,?l?d?l?d?l?d?l?d?l?d?l?d?d
7,?l?d?l?d?l?d?l?d?d?d?d?d
7,?l?d?l?d?l?d?d?l?d?l
7,?l?d?l?d?d?l?l?d?l
